DateTime,Lat,Lon,Base
"6/1/14 2:00",40.6836,-73.8943,"B02598"
"6/1/14 2:00",40.7209,-73.9996,"B02617"
"6/1/14 2:00",40.7213,-73.9947,"B02598"
"6/1/14 2:00",40.7233,-73.9895,"B02598"
"6/1/14 2:00",40.7253,-73.992,"B02682"
"6/1/14 2:00",40.7253,-73.9925,"B02682"
"6/1/14 2:00",40.7401,-74.0059,"B02598"
"6/1/14 2:00",40.7455,-73.9054,"B02598"
"6/1/14 2:01",40.7178,-73.9967,"B02598"
"6/1/14 2:01",40.7214,-73.9885,"B02682"
"6/1/14 2:01",40.7227,-74.009,"B02598"
"6/1/14 2:01",40.73,-73.9584,"B02617"
"6/1/14 2:01",40.7381,-74.0094,"B02682"
"6/1/14 2:01",40.7394,-74.0074,"B02682"
"6/1/14 2:01",40.7394,-74.0079,"B02598"
"6/1/14 2:01",40.7651,-73.9176,"B02617"
"6/1/14 2:02",40.6339,-73.9611,"B02598"
"6/1/14 2:02",40.6982,-73.9341,"B02682"
"6/1/14 2:02",40.7077,-74.0065,"B02682"
"6/1/14 2:02",40.7194,-73.9887,"B02598"
"6/1/14 2:02",40.7212,-73.9878,"B02598"
"6/1/14 2:02",40.7214,-73.9936,"B02598"
"6/1/14 2:02",40.7255,-73.9841,"B02682"
"6/1/14 2:02",40.727,-73.9915,"B02682"
"6/1/14 2:02",40.7282,-73.9792,"B02598"
"6/1/14 2:02",40.7408,-73.9918,"B02682"
"6/1/14 2:02",40.7419,-73.9809,"B02598"
"6/1/14 2:02",40.7549,-73.9736,"B02617"
"6/1/14 2:03",40.6106,-73.9744,"B02598"
"6/1/14 2:03",40.6696,-73.9959,"B02598"
"6/1/14 2:03",40.7144,-73.9655,"B02682"
"6/1/14 2:03",40.7221,-73.9919,"B02682"
"6/1/14 2:03",40.7319,-73.9997,"B02617"
"6/1/14 2:03",40.7397,-74.0053,"B02682"
"6/1/14 2:03",40.7408,-74.0079,"B02512"
"6/1/14 2:03",40.748,-74.0009,"B02682"
"6/1/14 2:03",40.7518,-73.9863,"B02682"
"6/1/14 2:03",40.76,-73.9915,"B02598"
"6/1/14 2:03",40.7864,-73.9506,"B02682"
"6/1/14 2:04",40.708,-74.0058,"B02617"
"6/1/14 2:04",40.7168,-74.0357,"B02617"
"6/1/14 2:04",40.7198,-73.9875,"B02617"
"6/1/14 2:04",40.7212,-73.9886,"B02598"
"6/1/14 2:04",40.7333,-74.0047,"B02598"
"6/1/14 2:04",40.7381,-74.0089,"B02512"
"6/1/14 2:04",40.7619,-73.9936,"B02598"
"6/1/14 2:04",40.7685,-73.9849,"B02682"
"6/1/14 2:05",40.6697,-73.9958,"B02598"
"6/1/14 2:05",40.6904,-73.9534,"B02598"
"6/1/14 2:05",40.713,-73.9365,"B02598"
"6/1/14 2:05",40.7213,-73.9885,"B02598"
"6/1/14 2:05",40.7406,-74.0055,"B02682"
"6/1/14 2:05",40.742,-74.0077,"B02512"
"6/1/14 2:05",40.7501,-74.0024,"B02598"
"6/1/14 2:05",40.7585,-73.9928,"B02617"
"6/1/14 2:06",40.6688,-73.8874,"B02682"
"6/1/14 2:06",40.7207,-73.988,"B02617"
"6/1/14 2:06",40.7217,-73.9922,"B02598"
"6/1/14 2:06",40.8027,-73.9675,"B02598"
"6/1/14 2:07",40.6736,-73.9919,"B02598"
"6/1/14 2:07",40.7049,-74.0102,"B02598"
"6/1/14 2:07",40.7096,-73.9401,"B02764"
"6/1/14 2:07",40.7148,-74.0076,"B02617"
"6/1/14 2:07",40.7201,-73.9884,"B02617"
"6/1/14 2:07",40.7381,-74.0308,"B02682"
"6/1/14 2:07",40.7401,-74.0035,"B02617"
"6/1/14 2:07",40.7583,-73.8344,"B02598"
"6/1/14 2:08",40.6833,-73.9562,"B02617"
"6/1/14 2:08",40.7126,-73.9569,"B02682"
"6/1/14 2:08",40.7148,-73.9996,"B02598"
"6/1/14 2:08",40.7149,-73.9998,"B02682"
"6/1/14 2:08",40.7299,-73.9585,"B02598"
"6/1/14 2:08",40.7345,-74.0023,"B02682"
"6/1/14 2:08",40.7372,-73.9905,"B02682"
"6/1/14 2:08",40.7395,-74.0019,"B02617"
"6/1/14 2:08",40.7409,-74.005,"B02598"
"6/1/14 2:09",40.691,-73.982,"B02598"
"6/1/14 2:09",40.7074,-74.0055,"B02598"
"6/1/14 2:09",40.7139,-73.9328,"B02598"
"6/1/14 2:09",40.7379,-73.9849,"B02598"
"6/1/14 2:09",40.7395,-74.0068,"B02617"
"6/1/14 2:09",40.7657,-73.9764,"B02617"
"6/1/14 2:10",40.7064,-74.0096,"B02617"
"6/1/14 2:10",40.7103,-73.957,"B02617"
"6/1/14 2:10",40.7144,-73.9341,"B02598"
"6/1/14 2:10",40.7209,-73.9581,"B02598"
"6/1/14 2:10",40.7223,-73.9881,"B02682"
"6/1/14 2:10",40.7297,-74.0089,"B02682"
"6/1/14 2:10",40.7297,-74.0092,"B02598"
"6/1/14 2:10",40.7341,-73.9993,"B02598"
"6/1/14 2:10",40.7353,-74.0099,"B02598"
"6/1/14 2:10",40.7401,-74.0058,"B02682"
"6/1/14 2:10",40.7402,-74.0052,"B02682"
"6/1/14 2:10",40.7419,-74.0036,"B02598"
"6/1/14 2:10",40.7436,-73.9881,"B02764"
"6/1/14 2:10",40.7614,-73.9241,"B02617"
"6/1/14 2:10",40.7639,-73.974,"B02682"
"6/1/14 2:10",40.8153,-73.9437,"B02682"
"6/1/14 2:10",40.8572,-73.9322,"B02682"
"6/1/14 2:11",40.6895,-73.9812,"B02598"
"6/1/14 2:11",40.7123,-73.9785,"B02682"
"6/1/14 2:11",40.7199,-73.9833,"B02598"
"6/1/14 2:11",40.7252,-73.9922,"B02617"
"6/1/14 2:11",40.7308,-73.9781,"B02682"
"6/1/14 2:11",40.733,-74.0032,"B02617"
"6/1/14 2:11",40.787,-73.9776,"B02598"
"6/1/14 2:12",40.6678,-73.9874,"B02598"
"6/1/14 2:12",40.7271,-73.8934,"B02617"
"6/1/14 2:12",40.74,-74.0061,"B02682"
"6/1/14 2:13",40.6741,-73.9562,"B02598"
"6/1/14 2:13",40.7109,-74.0055,"B02682"
"6/1/14 2:13",40.7201,-73.9883,"B02598"
"6/1/14 2:13",40.7212,-73.9936,"B02598"
"6/1/14 2:13",40.7326,-73.9877,"B02682"
"6/1/14 2:13",40.7397,-74.0024,"B02598"
"6/1/14 2:13",40.7403,-74.0358,"B02682"
"6/1/14 2:13",40.7411,-74.0075,"B02682"
"6/1/14 2:13",40.7446,-73.993,"B02598"
"6/1/14 2:13",40.7473,-74.0107,"B02598"
"6/1/14 2:13",40.7477,-74.0064,"B02682"
"6/1/14 2:13",40.7503,-73.9765,"B02598"
"6/1/14 2:13",40.7665,-73.9941,"B02682"
"6/1/14 2:14",40.6356,-73.9506,"B02682"
"6/1/14 2:14",40.7148,-73.9649,"B02598"
"6/1/14 2:14",40.7209,-73.9937,"B02682"
"6/1/14 2:14",40.7212,-73.9859,"B02598"
"6/1/14 2:14",40.7401,-74.0053,"B02598"
"6/1/14 2:14",40.7611,-73.9909,"B02598"
"6/1/14 2:15",40.6736,-73.992,"B02512"
"6/1/14 2:15",40.7073,-73.9212,"B02598"
"6/1/14 2:15",40.7183,-73.9938,"B02617"
"6/1/14 2:15",40.72,-73.9875,"B02617"
"6/1/14 2:15",40.7226,-73.9871,"B02682"
"6/1/14 2:15",40.7394,-74.0072,"B02682"
"6/1/14 2:15",40.7628,-73.9893,"B02682"
"6/1/14 2:16",40.3452,-74.6605,"B02598"
"6/1/14 2:16",40.7087,-73.9262,"B02682"
"6/1/14 2:16",40.7274,-73.9887,"B02598"
"6/1/14 2:16",40.7581,-73.9574,"B02598"
"6/1/14 2:16",40.7643,-73.9739,"B02617"
"6/1/14 2:16",40.7737,-73.9561,"B02617"
"6/1/14 2:17",40.7209,-73.9938,"B02617"
"6/1/14 2:17",40.7226,-73.9545,"B02598"
"6/1/14 2:17",40.7312,-73.9587,"B02682"
"6/1/14 2:17",40.7438,-73.9834,"B02598"
"6/1/14 2:17",40.7456,-74.0013,"B02598"
"6/1/14 2:17",40.746,-74.0015,"B02682"
"6/1/14 2:17",40.7566,-73.9923,"B02598"
"6/1/14 2:17",40.7717,-73.9828,"B02617"
"6/1/14 2:18",40.6794,-73.9682,"B02617"
"6/1/14 2:18",40.7517,-73.9708,"B02682"
"6/1/14 2:18",40.7607,-74.0021,"B02682"
"6/1/14 2:19",40.7057,-73.9373,"B02598"
"6/1/14 2:19",40.7195,-73.9887,"B02512"
"6/1/14 2:19",40.7213,-73.9892,"B02682"
"6/1/14 2:19",40.7247,-73.9905,"B02598"
"6/1/14 2:19",40.742,-74.0035,"B02682"
"6/1/14 2:19",40.8023,-73.9452,"B02598"
"6/1/14 2:20",40.7152,-73.9652,"B02598"
"6/1/14 2:20",40.7386,-74.0374,"B02682"
