DateTime,Lat,Lon,Base
"6/1/14 0:00",40.7029,-74.012,"B02617"
"6/1/14 0:00",40.7142,-74.0063,"B02617"
"6/1/14 0:00",40.7167,-73.9656,"B02682"
"6/1/14 0:00",40.7226,-73.9931,"B02617"
"6/1/14 0:00",40.7229,-73.989,"B02598"
"6/1/14 0:00",40.7268,-73.9772,"B02598"
"6/1/14 0:00",40.7286,-73.9591,"B02682"
"6/1/14 0:00",40.7293,-73.992,"B02512"
"6/1/14 0:00",40.7305,-74.0618,"B02598"
"6/1/14 0:00",40.7318,-74.0009,"B02682"
"6/1/14 0:00",40.7345,-74.0014,"B02617"
"6/1/14 0:00",40.735,-74.0004,"B02598"
"6/1/14 0:00",40.7355,-73.9981,"B02598"
"6/1/14 0:00",40.7369,-73.9933,"B02617"
"6/1/14 0:00",40.741,-74.0077,"B02617"
"6/1/14 0:00",40.7421,-73.9986,"B02598"
"6/1/14 0:00",40.7449,-73.9782,"B02598"
"6/1/14 0:00",40.749,-73.9933,"B02617"
"6/1/14 0:00",40.761,-73.987,"B02682"
"6/1/14 0:00",40.7617,-73.9906,"B02598"
"6/1/14 0:00",40.7651,-73.9673,"B02598"
"6/1/14 0:00",40.769,-73.9881,"B02617"
"6/1/14 0:00",40.7886,-73.9707,"B02682"
"6/1/14 0:01",40.6773,-73.9984,"B02598"
"6/1/14 0:01",40.6853,-73.9732,"B02682"
"6/1/14 0:01",40.7131,-74.0097,"B02512"
"6/1/14 0:01",40.7186,-74.0064,"B02682"
"6/1/14 0:01",40.7233,-74.0086,"B02598"
"6/1/14 0:01",40.7281,-73.9881,"B02682"
"6/1/14 0:01",40.7284,-73.9997,"B02598"
"6/1/14 0:01",40.7301,-73.9907,"B02598"
"6/1/14 0:01",40.7323,-74.0017,"B02682"
"6/1/14 0:01",40.7372,-73.9963,"B02598"
"6/1/14 0:01",40.7382,-74.0093,"B02598"
"6/1/14 0:01",40.7412,-74.0073,"B02617"
"6/1/14 0:01",40.7416,-73.9935,"B02682"
"6/1/14 0:01",40.7427,-73.9893,"B02682"
"6/1/14 0:01",40.7475,-73.9854,"B02682"
"6/1/14 0:01",40.7508,-73.9457,"B02617"
"6/1/14 0:01",40.7618,-73.9909,"B02598"
"6/1/14 0:01",40.7686,-73.9698,"B02682"
"6/1/14 0:01",40.7717,-73.894,"B02617"
"6/1/14 0:01",40.7949,-73.9446,"B02617"
"6/1/14 0:01",40.9587,-73.767,"B02682"
"6/1/14 0:02",40.6827,-73.9825,"B02617"
"6/1/14 0:02",40.7065,-74.0154,"B02617"
"6/1/14 0:02",40.7099,-73.9669,"B02682"
"6/1/14 0:02",40.7142,-73.9564,"B02617"
"6/1/14 0:02",40.7196,-73.9877,"B02682"
"6/1/14 0:02",40.7206,-73.9857,"B02682"
"6/1/14 0:02",40.7219,-73.9934,"B02682"
"6/1/14 0:02",40.7274,-73.9938,"B02617"
"6/1/14 0:02",40.7288,-73.9881,"B02598"
"6/1/14 0:02",40.7297,-73.9968,"B02682"
"6/1/14 0:02",40.7355,-74.0007,"B02682"
"6/1/14 0:02",40.7395,-74.002,"B02682"
"6/1/14 0:02",40.7415,-74.005,"B02682"
"6/1/14 0:02",40.7483,-73.9427,"B02598"
"6/1/14 0:02",40.7637,-73.9639,"B02682"
"6/1/14 0:02",40.7685,-73.989,"B02617"
"6/1/14 0:03",40.6926,-73.9862,"B02598"
"6/1/14 0:03",40.706,-74.01,"B02682"
"6/1/14 0:03",40.709,-73.9484,"B02598"
"6/1/14 0:03",40.7144,-74.0062,"B02598"
"6/1/14 0:03",40.7154,-73.9553,"B02598"
"6/1/14 0:03",40.7168,-74.0083,"B02682"
"6/1/14 0:03",40.7181,-74.0049,"B02598"
"6/1/14 0:03",40.72,-73.9892,"B02617"
"6/1/14 0:03",40.7222,-73.997,"B02598"
"6/1/14 0:03",40.7231,-73.9796,"B02617"
"6/1/14 0:03",40.7294,-73.9945,"B02598"
"6/1/14 0:03",40.73,-73.9855,"B02682"
"6/1/14 0:03",40.73,-74.0004,"B02598"
"6/1/14 0:03",40.7373,-73.9844,"B02598"
"6/1/14 0:03",40.7378,-74.0018,"B02598"
"6/1/14 0:03",40.7404,-74.0078,"B02598"
"6/1/14 0:03",40.7423,-74.0043,"B02682"
"6/1/14 0:03",40.7452,-73.9868,"B02682"
"6/1/14 0:03",40.754,-74.0315,"B02682"
"6/1/14 0:03",40.7577,-73.9752,"B02598"
"6/1/14 0:04",40.3461,-74.661,"B02512"
"6/1/14 0:04",40.705,-74.0121,"B02617"
"6/1/14 0:04",40.7138,-74.0139,"B02682"
"6/1/14 0:04",40.7192,-73.9453,"B02598"
"6/1/14 0:04",40.72,-73.9881,"B02598"
"6/1/14 0:04",40.7202,-73.9873,"B02598"
"6/1/14 0:04",40.7279,-73.9932,"B02598"
"6/1/14 0:04",40.7285,-73.9855,"B02598"
"6/1/14 0:04",40.7288,-73.9542,"B02682"
"6/1/14 0:04",40.7288,-73.9591,"B02682"
"6/1/14 0:04",40.7325,-73.9969,"B02598"
"6/1/14 0:04",40.7418,-74.0034,"B02682"
"6/1/14 0:04",40.7473,-74.0104,"B02682"
"6/1/14 0:04",40.75,-73.9904,"B02598"
"6/1/14 0:04",40.7555,-73.9833,"B02512"
"6/1/14 0:04",40.7682,-73.9894,"B02617"
"6/1/14 0:04",40.7813,-73.98,"B02682"
"6/1/14 0:04",40.8046,-73.9359,"B02682"
"6/1/14 0:05",40.679,-73.9902,"B02682"
"6/1/14 0:05",40.6827,-73.9489,"B02598"
"6/1/14 0:05",40.7033,-73.9263,"B02598"
"6/1/14 0:05",40.7061,-73.9335,"B02682"
"6/1/14 0:05",40.7132,-73.9579,"B02617"
"6/1/14 0:05",40.7234,-73.9912,"B02598"
"6/1/14 0:05",40.7245,-73.9926,"B02598"
"6/1/14 0:05",40.7285,-73.959,"B02617"
"6/1/14 0:05",40.7285,-74.0044,"B02598"
"6/1/14 0:05",40.7285,-74.005,"B02617"
"6/1/14 0:05",40.7298,-74.0039,"B02617"
"6/1/14 0:05",40.7328,-73.9976,"B02598"
"6/1/14 0:05",40.7372,-73.9845,"B02617"
"6/1/14 0:05",40.7385,-73.996,"B02682"
"6/1/14 0:05",40.7396,-73.9849,"B02598"
"6/1/14 0:05",40.7425,-74.0042,"B02682"
"6/1/14 0:05",40.7606,-73.9878,"B02682"
"6/1/14 0:05",40.7697,-73.9921,"B02682"
"6/1/14 0:05",40.7874,-73.9545,"B02617"
"6/1/14 0:06",40.6608,-73.9924,"B02682"
"6/1/14 0:06",40.6752,-73.9815,"B02617"
"6/1/14 0:06",40.6908,-73.9959,"B02598"
"6/1/14 0:06",40.6932,-73.9985,"B02598"
"6/1/14 0:06",40.7168,-74.0058,"B02598"
"6/1/14 0:06",40.7176,-73.9601,"B02617"
"6/1/14 0:06",40.721,-74.0042,"B02598"
"6/1/14 0:06",40.7214,-73.9885,"B02682"
"6/1/14 0:06",40.7228,-74.0473,"B02598"
"6/1/14 0:06",40.7254,-73.9837,"B02617"
"6/1/14 0:06",40.7258,-73.9904,"B02617"
"6/1/14 0:06",40.7263,-73.9771,"B02617"
"6/1/14 0:06",40.7267,-73.9799,"B02598"
"6/1/14 0:06",40.7337,-73.9898,"B02682"
"6/1/14 0:06",40.7348,-74.0002,"B02598"
"6/1/14 0:06",40.7352,-74.0099,"B02598"
"6/1/14 0:06",40.7361,-73.998,"B02617"
"6/1/14 0:06",40.7385,-73.9854,"B02598"
"6/1/14 0:06",40.7406,-74.0054,"B02598"
"6/1/14 0:06",40.7415,-73.9933,"B02598"
"6/1/14 0:06",40.7416,-73.9874,"B02682"
"6/1/14 0:06",40.7479,-74.0078,"B02617"
"6/1/14 0:06",40.76,-73.9962,"B02598"
"6/1/14 0:06",40.7602,-73.9192,"B02617"
"6/1/14 0:06",40.7789,-73.9583,"B02682"
"6/1/14 0:07",40.688,-74.1831,"B02512"
"6/1/14 0:07",40.6921,-73.9945,"B02617"
"6/1/14 0:07",40.7215,-73.9885,"B02598"
"6/1/14 0:07",40.7233,-74.0087,"B02598"
"6/1/14 0:07",40.7244,-73.9959,"B02682"
"6/1/14 0:07",40.7274,-73.983,"B02617"
"6/1/14 0:07",40.7347,-73.9987,"B02617"
"6/1/14 0:07",40.735,-74.01,"B02598"
"6/1/14 0:07",40.7408,-74.0076,"B02598"
"6/1/14 0:07",40.7411,-74.0051,"B02617"
"6/1/14 0:07",40.7435,-73.9579,"B02598"
"6/1/14 0:07",40.744,-74.1637,"B02617"
"6/1/14 0:07",40.7537,-73.9648,"B02598"
"6/1/14 0:08",40.3042,-73.9794,"B02512"
"6/1/14 0:08",40.6801,-73.997,"B02598"
"6/1/14 0:08",40.7067,-73.923,"B02682"
"6/1/14 0:08",40.7152,-73.9917,"B02512"
"6/1/14 0:08",40.7176,-73.9914,"B02598"
"6/1/14 0:08",40.7209,-73.9897,"B02617"
"6/1/14 0:08",40.7217,-73.989,"B02682"
"6/1/14 0:08",40.7281,-73.8856,"B02682"
"6/1/14 0:08",40.7282,-73.991,"B02512"
"6/1/14 0:08",40.7297,-73.9901,"B02598"
"6/1/14 0:08",40.7342,-74.0062,"B02682"
"6/1/14 0:08",40.7393,-74.0012,"B02598"
"6/1/14 0:08",40.7398,-74.0067,"B02682"
"6/1/14 0:08",40.7411,-74.0051,"B02617"
"6/1/14 0:08",40.7439,-73.9879,"B02617"
"6/1/14 0:08",40.7449,-73.984,"B02598"
"6/1/14 0:08",40.7573,-73.9934,"B02682"
"6/1/14 0:09",40.6701,-73.8045,"B02617"
"6/1/14 0:09",40.6772,-74.0154,"B02682"
"6/1/14 0:09",40.6839,-73.9562,"B02617"
"6/1/14 0:09",40.6869,-73.9937,"B02598"
"6/1/14 0:09",40.6913,-73.9853,"B02682"
"6/1/14 0:09",40.7041,-73.9304,"B02682"
"6/1/14 0:09",40.7214,-74.005,"B02682"
"6/1/14 0:09",40.7215,-73.9583,"B02598"
"6/1/14 0:09",40.7266,-73.9956,"B02682"
"6/1/14 0:09",40.7267,-73.9959,"B02598"
"6/1/14 0:09",40.727,-73.9915,"B02512"
"6/1/14 0:09",40.7287,-74.0053,"B02598"
"6/1/14 0:09",40.7302,-73.954,"B02617"
"6/1/14 0:09",40.7323,-73.9966,"B02617"
"6/1/14 0:09",40.7403,-74.008,"B02598"
"6/1/14 0:09",40.7424,-73.9851,"B02617"
"6/1/14 0:09",40.7436,-73.9891,"B02682"
"6/1/14 0:09",40.748,-73.9889,"B02617"
"6/1/14 0:09",40.7626,-73.9849,"B02682"
"6/1/14 0:09",40.7638,-73.9974,"B02682"
"6/1/14 0:10",40.7105,-73.9569,"B02598"
"6/1/14 0:10",40.7221,-73.9965,"B02512"
"6/1/14 0:10",40.7223,-73.9874,"B02617"
"6/1/14 0:10",40.7233,-73.9826,"B02682"
"6/1/14 0:10",40.724,-74.0033,"B02598"
"6/1/14 0:10",40.7242,-73.9809,"B02682"
"6/1/14 0:10",40.7264,-73.9988,"B02617"
